controller,profiled_cells,patients_profiled,control_updates,mean_solve_time_ms,p95_solve_time_ms,max_solve_time_ms,mean_iterations,p95_iterations,solver_success_rate,mean_wall_time_per_subject_ms
deterministic_mpc,9,180,60480,2.974309728574193,4.48502663315998,20.855499897152185,217.21064814814815,383.3333333333333,0.7063326719576719,1161.9529666637795
pid,9,180,60480,0.017959999883604093,0.032879472968892896,1.0989999864250422,0.0,0.0,0.0,49.56976777692843
stochastic_mpc,9,180,60480,3.4418370125566735,5.1647083005971375,41.36050003580749,149.13690476190476,283.3333333333333,1.0,1319.0089655561476
