variant,scenario,patient_id,controller_type,TIR,TBR,Time_below_54,Mean_glucose,CV,LBGI
SMPC short horizon,nocturnal,13,stochastic_mpc,66.66666666666666,28.819444444444443,6.597222222222222,103.22417722109445,39.73188113530667,5.213635689864827
SMPC short horizon,nocturnal,14,stochastic_mpc,67.01388888888889,32.98611111111111,17.36111111111111,90.94644618021748,41.2426020897329,9.546541292798178
SMPC short horizon,nocturnal,15,stochastic_mpc,76.73611111111111,14.930555555555555,0.6944444444444444,107.2801311245949,35.84962789828338,2.969326492833742
SMPC short horizon,nocturnal,16,stochastic_mpc,94.09722222222221,3.4722222222222223,0.0,107.8265223983995,30.3443808085465,2.1308888572463522
SMPC short horizon,nocturnal,17,stochastic_mpc,72.22222222222221,21.52777777777778,2.430555555555556,111.52882736937266,38.97618186807653,3.97205615100612
SMPC short horizon,nocturnal,18,stochastic_mpc,32.63888888888889,67.36111111111111,54.166666666666664,64.88775779378886,71.17055126442769,42.730654286750834
SMPC short horizon,nocturnal,19,stochastic_mpc,67.01388888888889,29.166666666666668,4.166666666666666,98.79686744739243,37.68466565418753,4.894352384629142
DMPC baseline,nocturnal,0,deterministic_mpc,92.36111111111111,7.638888888888889,4.166666666666666,112.89900294660791,23.987406942128395,2.0652030505067014
DMPC baseline,nocturnal,1,deterministic_mpc,97.91666666666666,2.083333333333333,0.0,122.40589129011816,20.152483586012984,0.7382104553965746
DMPC baseline,nocturnal,2,deterministic_mpc,19.791666666666664,72.56944444444444,70.13888888888889,56.36307908092029,112.78464089410593,114.99730575312093
DMPC baseline,nocturnal,3,deterministic_mpc,91.66666666666666,0.0,0.0,143.91555942634528,15.7580322078462,0.033215638884032325
DMPC baseline,nocturnal,4,deterministic_mpc,86.80555555555556,5.902777777777778,0.0,121.6578172860415,29.34759614869577,1.3935858321661005
DMPC baseline,nocturnal,5,deterministic_mpc,90.625,9.375,7.291666666666667,117.56565729187689,28.901712061189407,3.5435989856005854
DMPC baseline,nocturnal,6,deterministic_mpc,90.97222222222221,0.0,0.0,142.28313187858407,17.78007992174666,0.021830935356147926
DMPC baseline,nocturnal,7,deterministic_mpc,83.33333333333334,6.25,0.0,122.5005041518898,36.15366502798791,2.2825268343541976
DMPC baseline,nocturnal,8,deterministic_mpc,92.70833333333334,3.8194444444444446,0.0,133.65652930947513,25.000066204491358,1.1170808215021966
DMPC baseline,nocturnal,9,deterministic_mpc,89.58333333333334,10.069444444444445,7.291666666666667,111.40560029017679,30.434300029274635,4.46298154218346
DMPC baseline,nocturnal,10,deterministic_mpc,93.05555555555556,6.944444444444445,0.0,121.47018243078911,25.831618074118648,1.3382172972297552
DMPC baseline,nocturnal,11,deterministic_mpc,50.69444444444444,42.01388888888889,15.625,105.61454703911424,45.71670939293987,7.678831590249658
DMPC baseline,nocturnal,12,deterministic_mpc,98.26388888888889,1.7361111111111112,0.0,123.52158801672749,15.52163357543923,0.42697400619822196
DMPC baseline,nocturnal,13,deterministic_mpc,26.38888888888889,71.18055555555556,69.44444444444444,56.04577333175317,110.71553840632461,141.60286673993437
DMPC baseline,nocturnal,14,deterministic_mpc,90.27777777777779,9.722222222222223,4.513888888888888,108.93143126395516,27.260695356334384,2.5791979588276805
DMPC baseline,nocturnal,15,deterministic_mpc,94.44444444444444,0.0,0.0,129.98596802342155,20.96757323020173,0.3636469932093229
DMPC baseline,nocturnal,16,deterministic_mpc,99.30555555555556,0.0,0.0,132.8157480903122,19.180619543352645,0.273130659013048
DMPC baseline,nocturnal,17,deterministic_mpc,74.30555555555556,3.125,1.0416666666666665,148.4550684931479,24.658701354054216,0.5953963039702672
